company,source,url,timestamp,text_data
TCS,screener,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,2025-04-10T10:27:42.163805,"['View in Million.Annual Reports', 'View in Million.', 'Annual Reports', 'in Cr.Dec-24Sep-24FY23-24', 'Revenue53883.0053990.00202359.00', '202359.00', 'Net Profit11832.0012994.0043559.00', 'EPS32.7135.91119.44', 'Cash EPS35.7938.68131.07', 'OPM %31.2632.8630.72', 'NPM %21.9624.0721.53']"
